[Ess] [TERRAIN] 1  x=2044.57  y=-29.83  z=-1071.45
[Ess] [TERRAIN] 164  x=625.98  y=-32.80  z=-1837.88
[Ess] [TERRAIN] 165  x=625.19  y=-33.09  z=-1840.43
[Ess] [TERRAIN] 166  x=624.44  y=-33.01  z=-1842.91
[Ess] [TERRAIN] 167  x=623.73  y=-33.00  z=-1845.36
[Ess] [TERRAIN] 168  x=623.06  y=-33.00  z=-1847.75
[Ess] [TERRAIN] 169  x=622.42  y=-32.99  z=-1850.13
[Ess] [TERRAIN] 170  x=621.74  y=-32.99  z=-1853.39
[Ess] [TERRAIN] 171  x=621.00  y=-32.66  z=-1857.55
[Ess] [TERRAIN] 172  x=620.31  y=-32.68  z=-1861.59
[Ess] [TERRAIN] 173  x=619.64  y=-32.66  z=-1865.91
[Ess] [TERRAIN] 174  x=618.91  y=-32.87  z=-1871.55
[Ess] [TERRAIN] 175  x=618.23  y=-32.99  z=-1876.96
[Ess] [TERRAIN] 176  x=617.71  y=-32.99  z=-1881.31
[Ess] [TERRAIN] 177  x=617.07  y=-33.50  z=-1887.58
[Ess] [TERRAIN] 178  x=616.43  y=-33.73  z=-1893.99
[Ess] [TERRAIN] 179  x=615.85  y=-33.63  z=-1900.09
[Ess] [TERRAIN] 180  x=615.35  y=-32.99  z=-1905.75
[Ess] [TERRAIN] 181  x=614.76  y=-32.73  z=-1913.05
[Ess] [TERRAIN] 182  x=614.20  y=-32.90  z=-1920.39
[Ess] [TERRAIN] 183  x=613.70  y=-32.89  z=-1927.65
[Ess] [TERRAIN] 184  x=613.16  y=-32.89  z=-1936.54
[Ess] [TERRAIN] 185  x=612.81  y=-32.89  z=-1942.85
[Ess] [TERRAIN] 186  x=612.41  y=-32.89  z=-1950.45
[Ess] [TERRAIN] 187  x=612.04  y=-32.84  z=-1958.70
[Ess] [TERRAIN] 188  x=611.72  y=-32.75  z=-1966.97
[Ess] [TERRAIN] 189  x=611.42  y=-32.78  z=-1974.85
[Ess] [TERRAIN] 190  x=611.22  y=-32.78  z=-1981.45
[Ess] [TERRAIN] 191  x=611.04  y=-32.78  z=-1989.78
[Ess] [TERRAIN] 192  x=610.94  y=-32.83  z=-1995.35
[Ess] [TERRAIN] 193  x=610.82  y=-32.74  z=-2003.32
[Ess] [TERRAIN] 194  x=610.76  y=-32.87  z=-2011.83
[Ess] [TERRAIN] 195  x=610.75  y=-32.89  z=-2019.94
[Ess] [TERRAIN] 196  x=610.78  y=-32.88  z=-2028.14
[Ess] [TERRAIN] 197  x=610.88  y=-32.81  z=-2036.53
[Ess] [TERRAIN] 198  x=611.03  y=-32.74  z=-2044.77
[Ess] [TERRAIN] 199  x=611.21  y=-32.91  z=-2052.80
[Ess] [TERRAIN] 200  x=611.37  y=-32.91  z=-2058.82
[Ess] [TERRAIN] 201  x=611.69  y=-32.91  z=-2067.26
[Ess] [TERRAIN] 202  x=612.03  y=-32.72  z=-2075.47
[Ess] [TERRAIN] 203  x=612.40  y=-32.64  z=-2083.47
[Ess] [TERRAIN] 204  x=612.87  y=-32.59  z=-2091.82
[Ess] [TERRAIN] 205  x=613.39  y=-32.59  z=-2100.13
[Ess] [TERRAIN] 206  x=613.78  y=-32.60  z=-2106.22
[Ess] [TERRAIN] 207  x=614.39  y=-32.54  z=-2114.58
[Ess] [TERRAIN] 208  x=615.07  y=-32.57  z=-2122.75
[Ess] [TERRAIN] 209  x=615.76  y=-32.71  z=-2130.91
[Ess] [TERRAIN] 210  x=616.44  y=-32.82  z=-2138.59
[Ess] [TERRAIN] 211  x=617.11  y=-32.82  z=-2145.06
[Ess] [TERRAIN] 212  x=618.01  y=-32.82  z=-2153.51
[Ess] [TERRAIN] 213  x=618.88  y=-32.83  z=-2161.39
[Ess] [TERRAIN] 214  x=619.83  y=-32.71  z=-2169.52
[Ess] [TERRAIN] 215  x=620.73  y=-32.97  z=-2176.60
[Ess] [TERRAIN] 216  x=621.74  y=-32.93  z=-2184.42
[Ess] [TERRAIN] 217  x=622.77  y=-32.90  z=-2192.23
[Ess] [TERRAIN] 218  x=623.95  y=-32.92  z=-2200.30
[Ess] [TERRAIN] 219  x=625.14  y=-32.84  z=-2208.42
[Ess] [TERRAIN] 220  x=626.26  y=-32.75  z=-2215.97
[Ess] [TERRAIN] 221  x=627.32  y=-32.80  z=-2222.39
[Ess] [TERRAIN] 222  x=628.73  y=-32.95  z=-2230.67
[Ess] [TERRAIN] 223  x=630.09  y=-32.79  z=-2238.56
[Ess] [TERRAIN] 224  x=631.55  y=-31.71  z=-2246.72
[Ess] [TERRAIN] 225  x=633.15  y=-30.05  z=-2255.07
[Ess] [TERRAIN] 226  x=634.70  y=-28.37  z=-2263.08
[Ess] [TERRAIN] 227  x=636.22  y=-26.49  z=-2270.89
[Ess] [TERRAIN] 228  x=638.04  y=-25.36  z=-2279.43
[Ess] [TERRAIN] 229  x=639.38  y=-25.78  z=-2285.64
[Ess] [TERRAIN] 230  x=641.10  y=-26.54  z=-2293.54
[Ess] [TERRAIN] 231  x=642.43  y=-26.87  z=-2299.51
[Ess] [TERRAIN] 232  x=644.44  y=-26.46  z=-2308.00
[Ess] [TERRAIN] 233  x=646.30  y=-26.93  z=-2315.91
[Ess] [TERRAIN] 234  x=648.01  y=-27.31  z=-2323.24
[Ess] [TERRAIN] 235  x=650.18  y=-27.46  z=-2331.77
[Ess] [TERRAIN] 236  x=652.16  y=-28.10  z=-2339.56
[Ess] [TERRAIN] 237  x=654.20  y=-29.29  z=-2347.45
[Ess] [TERRAIN] 238  x=656.30  y=-30.18  z=-2355.27
[Ess] [TERRAIN] 239  x=658.56  y=-29.95  z=-2363.44
[Ess] [TERRAIN] 240  x=660.77  y=-29.21  z=-2371.31
[Ess] [TERRAIN] 241  x=663.01  y=-29.29  z=-2379.07
[Ess] [TERRAIN] 242  x=665.11  y=-29.66  z=-2386.00
[Ess] [TERRAIN] 243  x=667.29  y=-28.48  z=-2393.17
[Ess] [TERRAIN] 244  x=668.95  y=-27.70  z=-2398.67
[Ess] [TERRAIN] 245  x=671.53  y=-26.83  z=-2406.94
[Ess] [TERRAIN] 246  x=674.07  y=-26.69  z=-2414.93
[Ess] [TERRAIN] 247  x=675.92  y=-27.00  z=-2420.73
[Ess] [TERRAIN] 248  x=678.44  y=-28.40  z=-2428.53
[Ess] [TERRAIN] 249  x=680.43  y=-28.41  z=-2434.53
[Ess] [TERRAIN] 250  x=683.05  y=-27.95  z=-2442.38
[Ess] [TERRAIN] 251  x=685.59  y=-28.27  z=-2449.96
[Ess] [TERRAIN] 252  x=688.43  y=-28.24  z=-2458.24
[Ess] [TERRAIN] 253  x=691.06  y=-28.29  z=-2465.86
[Ess] [TERRAIN] 254  x=693.58  y=-28.52  z=-2473.16
[Ess] [TERRAIN] 255  x=696.37  y=-26.98  z=-2481.10
[Ess] [TERRAIN] 256  x=698.53  y=-26.49  z=-2487.20
[Ess] [TERRAIN] 257  x=700.77  y=-25.57  z=-2493.49
[Ess] [TERRAIN] 258  x=703.33  y=-23.29  z=-2500.68
[Ess] [TERRAIN] 259  x=706.32  y=-18.74  z=-2508.93
[Ess] [TERRAIN] 260  x=708.80  y=-15.12  z=-2515.76
[Ess] [TERRAIN] 261  x=711.24  y=-12.09  z=-2522.44
[Ess] [TERRAIN] 262  x=714.33  y=-9.68  z=-2530.85
[Ess] [TERRAIN] 263  x=717.23  y=-8.85  z=-2538.70
[Ess] [TERRAIN] 264  x=720.16  y=-9.00  z=-2546.58
[Ess] [TERRAIN] 265  x=723.01  y=-9.06  z=-2554.30
[Ess] [TERRAIN] 266  x=726.04  y=-9.61  z=-2562.40
[Ess] [TERRAIN] 267  x=728.87  y=-13.09  z=-2569.93
[Ess] [TERRAIN] 268  x=731.65  y=-17.05  z=-2577.31
[Ess] [TERRAIN] 269  x=734.80  y=-14.06  z=-2585.66
[Ess] [TERRAIN] 270  x=737.14  y=-9.22  z=-2591.79
[Ess] [TERRAIN] 271  x=739.86  y=-5.92  z=-2598.96
[Ess] [TERRAIN] 272  x=742.94  y=-6.44  z=-2606.93
[Ess] [TERRAIN] 273  x=746.16  y=-7.73  z=-2614.85
[Ess] [TERRAIN] 274  x=749.33  y=-7.74  z=-2622.25
[Ess] [TERRAIN] 275  x=752.63  y=-10.18  z=-2629.72
[Ess] [TERRAIN] 276  x=756.02  y=-15.92  z=-2637.60
[Ess] [TERRAIN] 277  x=759.26  y=-16.64  z=-2644.93
[Ess] [TERRAIN] 278  x=761.81  y=-16.32  z=-2650.60
[Ess] [TERRAIN] 279  x=765.36  y=-16.20  z=-2658.61
[Ess] [TERRAIN] 280  x=768.84  y=-17.61  z=-2666.36
[Ess] [TERRAIN] 281  x=772.19  y=-19.97  z=-2673.74
[Ess] [TERRAIN] 282  x=775.86  y=-23.13  z=-2681.81
[Ess] [TERRAIN] 283  x=779.34  y=-25.94  z=-2689.12
[Ess] [TERRAIN] 284  x=783.04  y=-30.22  z=-2696.49
[Ess] [TERRAIN] 285  x=786.77  y=-32.49  z=-2703.67
[Ess] [TERRAIN] 286  x=789.76  y=-33.29  z=-2709.42
[Ess] [TERRAIN] 287  x=793.72  y=-32.46  z=-2716.93
[Ess] [TERRAIN] 288  x=797.37  y=-33.20  z=-2723.76
[Ess] [TERRAIN] 289  x=801.05  y=-33.63  z=-2730.54
[Ess] [TERRAIN] 290  x=803.68  y=-33.82  z=-2735.35
[Ess] [TERRAIN] 291  x=806.69  y=-34.00  z=-2740.79
[Ess] [TERRAIN] 292  x=810.61  y=-34.00  z=-2747.81
[Ess] [TERRAIN] 293  x=814.29  y=-34.01  z=-2754.23
[Ess] [TERRAIN] 294  x=818.25  y=-33.46  z=-2761.04
[Ess] [TERRAIN] 295  x=822.39  y=-33.97  z=-2768.12
[Ess] [TERRAIN] 296  x=826.70  y=-33.93  z=-2775.30
[Ess] [TERRAIN] 297  x=830.13  y=-34.03  z=-2780.89
[Ess] [TERRAIN] 298  x=834.59  y=-34.08  z=-2788.14
[Ess] [TERRAIN] 299  x=838.81  y=-34.09  z=-2794.84
[Ess] [TERRAIN] 300  x=843.59  y=-33.66  z=-2801.97
[Ess] [TERRAIN] 301  x=848.37  y=-33.29  z=-2808.78
[Ess] [TERRAIN] 302  x=853.08  y=-33.34  z=-2815.32
[Ess] [TERRAIN] 303  x=858.15  y=-33.12  z=-2822.26
[Ess] [TERRAIN] 304  x=863.30  y=-32.73  z=-2829.23
[Ess] [TERRAIN] 305  x=868.21  y=-32.76  z=-2835.81
[Ess] [TERRAIN] 306  x=873.30  y=-32.42  z=-2842.51
[Ess] [TERRAIN] 307  x=878.61  y=-32.24  z=-2849.37
[Ess] [TERRAIN] 308  x=883.71  y=-32.30  z=-2855.91
[Ess] [TERRAIN] 309  x=887.42  y=-31.88  z=-2860.65
[Ess] [TERRAIN] 310  x=892.87  y=-30.07  z=-2867.36
[Ess] [TERRAIN] 311  x=898.17  y=-29.32  z=-2873.84
[Ess] [TERRAIN] 312  x=902.21  y=-29.34  z=-2878.75
[Ess] [TERRAIN] 313  x=907.50  y=-29.61  z=-2885.05
[Ess] [TERRAIN] 314  x=913.03  y=-28.37  z=-2891.53
[Ess] [TERRAIN] 315  x=917.14  y=-25.43  z=-2896.21
[Ess] [TERRAIN] 316  x=922.65  y=-21.68  z=-2902.29
[Ess] [TERRAIN] 317  x=928.69  y=-18.72  z=-2908.64
[Ess] [TERRAIN] 318  x=933.26  y=-17.70  z=-2913.42
[Ess] [TERRAIN] 319  x=938.82  y=-17.23  z=-2919.19
[Ess] [TERRAIN] 320  x=944.75  y=-16.42  z=-2925.28
[Ess] [TERRAIN] 321  x=950.82  y=-15.50  z=-2931.44
[Ess] [TERRAIN] 322  x=956.70  y=-14.92  z=-2937.36
[Ess] [TERRAIN] 323  x=962.76  y=-15.23  z=-2943.38
[Ess] [TERRAIN] 324  x=967.42  y=-15.64  z=-2947.97
[Ess] [TERRAIN] 325  x=973.44  y=-16.07  z=-2953.82
[Ess] [TERRAIN] 326  x=979.36  y=-16.58  z=-2959.35
[Ess] [TERRAIN] 327  x=984.38  y=-16.82  z=-2963.90
[Ess] [TERRAIN] 328  x=990.83  y=-16.98  z=-2969.53
[Ess] [TERRAIN] 329  x=997.00  y=-16.97  z=-2974.80
[Ess] [TERRAIN] 330  x=1003.40  y=-16.65  z=-2980.24
[Ess] [TERRAIN] 331  x=1010.02  y=-16.53  z=-2985.86
[Ess] [TERRAIN] 332  x=1014.90  y=-16.24  z=-2989.97
[Ess] [TERRAIN] 333  x=1020.94  y=-15.26  z=-2995.03
[Ess] [TERRAIN] 334  x=1026.16  y=-13.40  z=-2999.29
[Ess] [TERRAIN] 335  x=1032.92  y=-10.53  z=-3004.62
[Ess] [TERRAIN] 336  x=1039.37  y=-8.52  z=-3009.45
[Ess] [TERRAIN] 337  x=1044.44  y=-7.61  z=-3013.22
[Ess] [TERRAIN] 338  x=1049.77  y=-7.54  z=-3017.20
[Ess] [TERRAIN] 339  x=1056.58  y=-6.89  z=-3022.25
[Ess] [TERRAIN] 340  x=1063.20  y=-6.81  z=-3027.09
[Ess] [TERRAIN] 341  x=1070.19  y=-6.66  z=-3032.17
[Ess] [TERRAIN] 342  x=1077.23  y=-6.54  z=-3037.27
[Ess] [TERRAIN] 343  x=1083.90  y=-6.52  z=-3041.94
[Ess] [TERRAIN] 344  x=1090.93  y=-7.12  z=-3046.68
[Ess] [TERRAIN] 345  x=1096.38  y=-8.06  z=-3050.21
[Ess] [TERRAIN] 346  x=1103.63  y=-9.60  z=-3054.82
[Ess] [TERRAIN] 347  x=1110.38  y=-10.68  z=-3059.06
[Ess] [TERRAIN] 348  x=1117.85  y=-8.64  z=-3063.73
[Ess] [TERRAIN] 349  x=1124.96  y=-5.33  z=-3068.15
[Ess] [TERRAIN] 350  x=1130.19  y=-2.63  z=-3071.33
[Ess] [TERRAIN] 351  x=1137.38  y=1.50  z=-3075.54
[Ess] [TERRAIN] 352  x=1144.90  y=5.88  z=-3079.76
[Ess] [TERRAIN] 353  x=1150.58  y=10.31  z=-3082.81
[Ess] [TERRAIN] 354  x=1157.59  y=15.27  z=-3086.52
[Ess] [TERRAIN] 355  x=1165.30  y=20.34  z=-3090.60
[Ess] [TERRAIN] 356  x=1172.76  y=24.57  z=-3094.50
[Ess] [TERRAIN] 357  x=1180.03  y=27.27  z=-3098.08
[Ess] [TERRAIN] 358  x=1187.82  y=28.91  z=-3101.76
[Ess] [TERRAIN] 359  x=1195.62  y=29.64  z=-3105.39
[Ess] [TERRAIN] 360  x=1203.13  y=29.97  z=-3108.83
[Ess] [TERRAIN] 361  x=1210.85  y=29.49  z=-3112.31
[Ess] [TERRAIN] 362  x=1218.78  y=28.60  z=-3115.82
[Ess] [TERRAIN] 363  x=1224.95  y=29.06  z=-3118.51
[Ess] [TERRAIN] 364  x=1232.01  y=29.25  z=-3121.54
[Ess] [TERRAIN] 365  x=1240.22  y=28.27  z=-3124.99
[Ess] [TERRAIN] 366  x=1246.05  y=27.08  z=-3127.33
[Ess] [TERRAIN] 367  x=1253.69  y=25.37  z=-3130.21
[Ess] [TERRAIN] 368  x=1261.61  y=23.63  z=-3133.11
[Ess] [TERRAIN] 369  x=1269.76  y=23.39  z=-3136.04
[Ess] [TERRAIN] 370  x=1277.57  y=24.58  z=-3138.80
[Ess] [TERRAIN] 371  x=1285.51  y=26.68  z=-3141.55
[Ess] [TERRAIN] 372  x=1293.67  y=28.81  z=-3144.28
[Ess] [TERRAIN] 373  x=1301.63  y=30.67  z=-3146.90
[Ess] [TERRAIN] 374  x=1309.27  y=32.13  z=-3149.39
[Ess] [TERRAIN] 375  x=1317.70  y=33.67  z=-3151.87
